,Unnamed: 0,demo_id,demo_round_id,round_start_tick,weapon_fire_id,team,detonation_raw_x,detonation_raw_y,detonation_raw_z,throw_from_raw_x,throw_from_raw_y,throw_from_raw_z,throw_tick,detonation_tick,LABEL,TYPE,map_name,RESULT
235,235,645,42497,413555,6024698,T,505.078,3198.67,162.031,110.836204528809,1569.60205078125,132.013809204102,5337,6041.0,True,smoke,de_inferno,elo
236,236,5647,56923,45789,8088259,CT,1852.79,-219.95,258.031,2085.76928710938,-268.363433837891,256.03125,8524,8730.0,True,smoke,de_inferno,elo
237,237,5452,51769,158792,7372181,T,1216.23,480.882,115.486,1414.2048339843802,51.6347427368164,128.03125,3461,3673.0,True,smoke,de_inferno,elo
238,238,5595,55539,39015,7896283,T,225.045,1481.15,109.072,113.374038696289,951.581298828125,76.9419250488281,3665,3875.0,True,smoke,de_inferno,elo
239,239,5595,55563,397002,7899846,CT,1383.45,915.327,146.925,1246.0380859375,254.577056884766,147.65283203125,8596,8986.0,False,smoke,de_inferno,elo
240,240,5668,57518,39468,8171668,CT,473.447,2029.89,130.142,152.470962524414,926.106323242188,79.1477127075195,3143,3480.0,True,smoke,de_inferno,elo
241,241,5596,55595,397002,7904035,T,100.399,2027.52,270.872,179.979339599609,1041.01000976562,99.03125,4796,5020.0,True,flashbang,de_inferno,elo
242,242,5546,54179,182393,7701075,CT,145.498,1156.62,88.9916,810.8379516601559,2308.52172851562,137.239318847656,4493,4829.0,True,smoke,de_inferno,elo
243,243,5488,52762,175019,7516809,CT,498.381,2040.12,245.534,810.0165405273441,2410.23071289062,137.821517944336,2973,3195.0,True,flashbang,de_inferno,elo
244,244,5644,56862,233811,8079031,CT,109.566,1102.72,81.0302,273.20697021484403,1378.75244140625,107.03125,3070,3142.0,False,smoke,de_inferno,elo
245,245,5452,51785,373154,7374467,T,624.312,2017.99,131.736,-656.03125,495.98974609375,-15.0197372436523,2884,3504.0,True,smoke,de_inferno,elo
246,246,5452,51778,276332,7373551,T,472.351,1959.34,196.972,307.510894775391,1623.9973144531198,122.017028808594,8561,8785.0,True,flashbang,de_inferno,elo
247,247,5546,54182,221771,7701584,CT,1227.66,474.984,116.718,1512.8310546875,1061.76635742188,154.936187744141,3445,3681.0,True,smoke,de_inferno,elo
248,248,5488,52762,175019,7516796,T,-239.323,1222.51,608.74,-544.186828613281,796.408569335938,-18.3647518157959,2463,2687.0,True,flashbang,de_inferno,elo
249,249,5546,54179,182393,7701068,CT,1855.97,-255.224,258.031,2072.548828125,353.879089355469,160.03125,4237,4441.0,True,smoke,de_inferno,elo
250,250,5158,46307,90876,6573307,T,972.721,2733.55,129.36700000000002,646.4952392578119,1977.56335449219,130.92224121093798,13341,13600.0,True,smoke,de_inferno,elo
251,251,5452,51766,113535,7371707,T,426.386,3413.39,162.031,604.898010253906,2444.00268554688,291.03125,8816,9180.0,False,smoke,de_inferno,elo
252,252,644,44412,312917,6302947,T,1337.88,241.66,142.983,1260.60900878906,-81.99266052246091,256.03125,5440,5664.0,True,flashbang,de_inferno,elo
253,253,5158,46319,281030,6575443,CT,49.0321,1341.68,100.759,-62.8833312988281,1415.0642089843802,103.378150939941,3661,3868.0,False,smoke,de_inferno,elo
254,254,5668,57538,345412,8174822,T,997.488,2651.35,130.02,720.6275024414059,2216.29565429688,137.041320800781,6979,7201.0,True,flashbang,de_inferno,elo
255,255,5559,54534,140023,7753567,T,891.957,2188.14,474.581,733.6543579101559,2861.39331054688,126.321517944336,8148,8376.0,True,flashbang,de_inferno,elo
256,256,5596,55583,206904,7902302,T,1024.22,2743.59,129.072,372.51730346679705,1689.1298828125,122.03125,11751,12453.0,True,smoke,de_inferno,elo
257,257,5452,51762,61398,7371026,CT,1204.23,435.82,115.49,1560.7541503906198,1172.98059082031,161.600448608398,3977,4265.0,True,smoke,de_inferno,elo
258,258,5452,51785,373154,7374484,T,721.294,2858.28,127.947,126.818298339844,1601.63317871094,113.03125,10927,11579.0,True,smoke,de_inferno,elo
259,259,5488,52756,104552,7516266,T,2214.1,-289.571,246.852,1355.73986816406,233.248229980469,127.453979492188,13455,13675.0,True,flashbang,de_inferno,elo
260,260,5452,51778,276332,7373470,CT,26.7245,1105.82,349.63,-176.015563964844,802.05322265625,26.144172668457,4541,4765.0,True,flashbang,de_inferno,elo
261,261,5158,46324,356588,6576217,CT,160.93200000000002,1626.61,114.179,198.22166442871105,1463.11279296875,107.376472473145,3114,3319.0,True,smoke,de_inferno,elo
262,262,5452,51769,158792,7372178,CT,177.308,1029.44,86.0193,830.66748046875,2332.75463867188,139.66702270507798,3053,3441.0,True,smoke,de_inferno,elo
263,263,5596,55588,287225,7903023,T,1498.46,963.33,149.592,1212.47412109375,467.460693359375,114.671020507812,10682,10888.0,False,smoke,de_inferno,elo
264,264,5596,55588,287225,7903041,CT,2415.13,-160.865,111.182,1466.9553222656198,124.859344482422,126.520233154297,12814,13254.0,True,smoke,de_inferno,elo
265,265,645,42497,413555,6024755,T,1401.97,205.064,129.83100000000002,2481.38500976562,-250.784866333008,84.03125,6533,6975.0,True,smoke,de_inferno,elo
266,266,5647,56949,470570,8093082,CT,168.09400000000002,858.932,82.1975,610.556396484375,2118.03735351562,135.583068847656,5281,5643.0,False,smoke,de_inferno,elo
267,267,596,42751,142093,6065216,CT,843.305,2280.99,141.539,203.44969177246105,1580.1474609375,113.03125,4790,5020.0,True,molotov,de_inferno,elo
268,268,5452,51779,297123,7373793,T,735.913,2837.36,127.064,110.81420135498,1569.6279296875,132.013717651367,14388,14988.0,True,smoke,de_inferno,elo
269,269,788,42602,138005,6040231,T,2580.33,-84.9759,86.0312,601.996887207031,2870.63134765625,160.03125,13835,14041.0,False,molotov,de_inferno,elo
270,270,5452,51779,297123,7373756,CT,1193.27,524.398,113.845,1634.0134277343802,-88.9652557373047,131.03125,9348,9608.0,True,smoke,de_inferno,elo
271,271,644,44399,154745,6300787,T,712.553,2313.0,138.958,123.493461608887,2846.66674804688,160.03125,6624,6882.0,True,smoke,de_inferno,elo
272,272,5647,56923,45789,8088194,T,760.422,2294.5,98.0312,584.116638183594,2482.67236328125,291.03125,3394,3756.0,True,smoke,de_inferno,elo
273,273,596,42744,45262,6063684,T,344.666,1905.89,131.65200000000002,45.0370063781738,888.13818359375,70.0675506591797,2676,2892.0,True,molotov,de_inferno,elo
274,274,5596,55577,114459,7901456,CT,803.862,2249.42,138.247,1007.63763427734,2760.34106445312,127.692947387695,9998,10232.0,True,smoke,de_inferno,elo
275,275,5500,53081,156306,7556924,CT,813.711,550.102,89.1657,1433.5275878906198,689.3755493164059,136.336532592773,3815,4075.0,True,smoke,de_inferno,elo
276,276,5559,54534,140023,7753553,T,470.317,1944.85,203.268,68.03125,1013.15686035156,80.0125198364258,7032,7256.0,False,flashbang,de_inferno,elo
277,277,5158,46307,90876,6573255,T,781.422,2440.3,137.388,433.935791015625,2618.27954101562,160.03125,8769,8976.0,True,smoke,de_inferno,elo
278,278,5596,55593,372947,7903814,CT,837.5219999999999,2485.07,142.144,1160.58520507812,2772.97045898438,127.849914550781,3979,4187.0,True,smoke,de_inferno,elo
279,279,5644,56853,82079,8077416,T,217.413,1937.81,232.795,153.573715209961,990.8876953125,78.9562149047852,2828,2966.0,False,molotov,de_inferno,elo
280,280,5559,54525,11520,7751997,T,2141.03,-15.6515,224.391,2573.11889648438,-214.060546875,84.03125,8092,8316.0,False,flashbang,de_inferno,elo
281,281,5668,57518,39468,8171675,CT,480.877,1960.69,130.031,639.585205078125,2011.9833984375,130.936279296875,3369,3578.0,True,smoke,de_inferno,elo
282,282,5651,57059,282707,8108483,T,2281.02,325.476,131.425,2041.7138671875,1225.96875,174.03125,11182,11594.0,True,smoke,de_inferno,elo
283,283,5158,46319,281030,6575461,T,1884.0,-283.747,258.031,2091.75634765625,-278.703338623047,256.029144287109,10699,10930.0,True,smoke,de_inferno,elo
284,284,5644,56862,233811,8079027,CT,439.467,1993.66,130.031,157.99703979492202,953.069580078125,77.81690979003909,2772,2986.0,False,molotov,de_inferno,elo
285,285,5651,57062,323907,8109053,CT,476.729,3123.18,162.031,315.11639404296903,1603.4650878906198,116.638595581055,7224,7950.0,True,smoke,de_inferno,elo
286,286,5798,61173,132850,8695171,CT,2075.01,-452.065,484.036,1494.69201660156,-365.995239257812,256.03125,8159,8383.0,True,flashbang,de_inferno,elo
287,287,5647,56949,470570,8093129,T,2011.45,-157.281,258.031,1782.193359375,-307.568756103516,256.03125,7819,8027.0,True,smoke,de_inferno,elo
288,288,645,42494,370398,6024241,T,819.573,633.9580000000001,89.537,875.6356811523441,-400.764282226562,100.156555175781,13343,13603.0,True,smoke,de_inferno,elo
289,289,5596,55595,397002,7904053,CT,1275.88,590.275,129.531,1195.6787109375,264.403228759766,141.102035522461,9234,9458.0,False,flashbang,de_inferno,elo
290,290,5647,56930,153771,8089780,CT,139.02700000000002,2917.06,395.703,460.466674804688,1828.46875,140.692916870117,10837,11065.0,False,molotov,de_inferno,elo
291,291,5488,52756,104552,7516264,CT,2300.1,454.382,140.338,1777.015625,-344.623413085938,256.03125,13381,13605.0,True,flashbang,de_inferno,elo
292,292,5488,52767,259270,7517464,T,806.008,2315.23,138.376,483.820495605469,1905.79846191406,130.384704589844,9341,9547.0,True,smoke,de_inferno,elo
293,293,5644,56861,215498,8078884,T,49.8799,2585.69,160.031,875.639526367188,2460.85083007812,145.03125,11083,11357.0,True,molotov,de_inferno,elo
294,294,5158,46316,240989,6574855,CT,1326.12,34.1969,519.939,679.534118652344,11.995677947998,90.3417434692383,3421,3589.0,False,molotov,de_inferno,elo
295,295,596,42751,142093,6065226,T,1340.32,1231.71,162.031,1517.9990234375,590.633728027344,137.288192749023,10408,10556.0,True,molotov,de_inferno,elo
296,296,644,44399,154745,6300788,T,783.57,2339.16,137.60399999999998,996.065490722656,2757.248046875,127.522674560547,6718,6950.0,True,smoke,de_inferno,elo
297,297,5452,51766,113535,7371660,T,1304.85,2820.64,585.906,379.848937988281,1906.61340332031,130.03125,5824,6052.0,True,flashbang,de_inferno,elo
298,298,5596,55595,397002,7904062,CT,2045.49,-317.176,669.952,1260.69641113281,526.296936035156,120.03125,10136,10362.0,True,flashbang,de_inferno,elo
299,299,5596,55592,356057,7903740,CT,2336.13,-127.746,223.765,2466.76098632812,-185.732986450195,87.03125,14003,14227.0,True,flashbang,de_inferno,elo
300,300,5488,52762,175019,7516801,T,1004.3,-98.7474,656.4780000000001,1370.03125,867.0978393554691,145.45706176757798,2679,2901.0,True,flashbang,de_inferno,elo
301,301,645,42497,413555,6024590,CT,1195.24,486.665,113.306,1501.72058105469,1054.84619140625,154.727188110352,3563,3797.0,True,smoke,de_inferno,elo
302,302,5596,55582,187969,7902044,CT,676.9019999999999,2020.35,133.612,-656.006408691406,457.271240234375,-29.0050773620605,6707,7357.0,True,smoke,de_inferno,elo
303,303,5595,55563,397002,7899854,CT,2314.06,822.966,152.89700000000002,941.9918823242192,419.50076293945295,88.3543701171875,9696,10400.0,True,smoke,de_inferno,elo
304,304,5500,53073,50624,7555898,CT,128.339,1087.48,83.5874,-15.5150833129883,1414.7946777343802,102.00789642334,8390,8598.0,True,smoke,de_inferno,elo
305,305,5452,51766,113535,7371708,T,361.1230000000001,1738.4,270.772,601.289367675781,2066.18676757812,132.776321411133,9020,9244.0,True,flashbang,de_inferno,elo
306,306,5596,55577,114459,7901470,T,140.031,2619.47,162.031,339.989868164062,2027.95825195312,132.603424072266,16358,17032.0,False,smoke,de_inferno,elo
307,307,596,42760,238386,6066928,CT,1028.84,2639.37,135.267,593.581787109375,1937.90710449219,131.444076538086,7022,7308.0,True,smoke,de_inferno,elo
308,308,644,44398,142122,6300565,T,1904.62,-279.145,258.031,1198.00268554688,-242.85954284668,256.03125,8439,8635.0,True,molotov,de_inferno,elo
309,309,5559,54533,120968,7753240,T,2533.89,-95.625,86.0312,1398.7927246093802,95.0652084350586,128.03125,8912,9152.0,True,molotov,de_inferno,elo
310,310,5668,57540,369478,8175005,CT,152.19899999999998,1116.66,88.0034,707.6174926757809,2116.255859375,136.03125,3218,3582.0,True,smoke,de_inferno,elo
311,311,5488,52756,104552,7516162,T,525.14,1922.6,131.873,44.5354080200195,886.376586914062,69.8366851806641,2695,2961.0,True,molotov,de_inferno,elo
312,312,5596,55595,397002,7904063,T,1752.56,49.692,226.378,1407.45495605469,279.549560546875,129.48678588867202,10142,10366.0,True,flashbang,de_inferno,elo
313,313,5647,56949,470570,8093151,T,438.147,3182.87,162.031,110.807777404785,1569.6066894531198,132.03125,12235,12937.0,True,smoke,de_inferno,elo
314,314,5158,46311,159689,6573923,CT,716.8560000000001,2251.53,140.82299999999998,326.383331298828,2850.70776367188,164.53125,10852,11074.0,True,flashbang,de_inferno,elo
315,315,5644,56862,233811,8079028,CT,153.718,1528.65,110.297,595.03125,2538.00024414062,244.03125,2848,3628.0,True,smoke,de_inferno,elo
316,316,5668,57530,225888,8173544,CT,516.961,3224.84,162.031,110.816825866699,1569.59851074219,132.03125,10284,10960.0,False,smoke,de_inferno,elo
317,317,5651,57062,323907,8109054,T,997.085,2747.9,128.97,371.733032226562,1687.70300292969,122.03125,7406,8054.0,True,smoke,de_inferno,elo
318,318,5644,56853,82079,8077517,T,143.691,2550.36,162.031,479.259521484375,2017.96875,130.704681396484,13422,13692.0,True,molotov,de_inferno,elo
319,319,596,42760,238386,6067007,T,656.325,2289.48,358.481,1642.9050292968802,2997.83203125,141.728698730469,11260,11778.0,False,smoke,de_inferno,elo
320,320,5596,55589,305379,7903197,T,1347.85,233.354,127.096,1353.62902832031,353.86569213867205,126.907043457031,4663,4695.0,False,smoke,de_inferno,elo
321,321,5452,51779,297123,7373786,T,497.181,3201.51,162.031,110.807014465332,1569.61193847656,132.013870239258,13276,13980.0,True,smoke,de_inferno,elo
322,322,5527,53685,154895,7633407,T,1252.23,501.095,119.665,1432.92370605469,1216.44897460938,162.545303344727,10499,10785.0,True,smoke,de_inferno,elo
323,323,5668,57518,39468,8171814,CT,1375.31,-368.604,258.031,1209.044921875,-528.623962402344,178.288269042969,11647,11855.0,True,smoke,de_inferno,elo
324,324,5596,55571,39015,7900488,CT,225.045,1481.15,109.072,113.374038696289,951.581298828125,76.9419250488281,3665,3875.0,True,smoke,de_inferno,elo
325,325,5488,52762,175019,7516819,CT,-105.081,294.587,401.484,-144.100524902344,-268.96875,38.5793952941895,5143,5365.0,False,flashbang,de_inferno,elo
326,326,788,42597,71501,6039444,T,194.263,1624.05,312.881,154.30001831054702,678.80078125,79.5013961791992,6035,6257.0,True,flashbang,de_inferno,elo
327,327,788,42602,138005,6040179,T,1179.18,14.7989,258.031,-467.971130371094,-109.360687255859,7.600521087646481,10191,10459.0,True,molotov,de_inferno,elo
328,328,5595,55539,39015,7896284,T,52.0916,1264.71,94.0626,739.4153442382809,2212.21118164062,136.90364074707,3941,4145.0,True,smoke,de_inferno,elo
329,329,5500,53073,50624,7555897,T,1255.84,341.533,134.361,1511.60681152344,1042.8310546875,154.322204589844,6006,6230.0,True,flashbang,de_inferno,elo
330,330,5596,55589,305379,7903276,T,1865.79,339.576,162.031,1821.03125,287.174346923828,160.03125,9651,9857.0,True,smoke,de_inferno,elo
331,331,5546,54180,196348,7701276,T,1279.08,294.862,451.976,749.862060546875,668.190612792969,89.1399612426758,6097,6275.0,False,molotov,de_inferno,elo
332,332,5452,51764,79414,7371335,T,633.922,2021.12,129.969,-656.03125,495.96875,-21.6582546234131,2727,3331.0,True,smoke,de_inferno,elo
333,333,645,42497,413555,6024579,T,1385.1,721.475,134.374,1486.04797363281,997.913513183594,150.08576965332,3309,3567.0,False,smoke,de_inferno,elo
334,334,5158,46307,90876,6573257,CT,1331.64,533.744,187.1,497.983642578125,613.466247558594,85.6200866699219,9600,9822.0,True,flashbang,de_inferno,elo
335,335,5158,46307,90876,6573225,CT,1305.12,103.149,227.627,1505.0830078125,1016.01098632812,151.859710693359,2863,3174.0,True,smoke,de_inferno,elo
336,336,5488,52756,104552,7516236,CT,638.262,2084.67,342.171,535.9964599609381,3200.03125,164.603424072266,9603,9827.0,True,flashbang,de_inferno,elo
337,337,5668,57540,369478,8174991,CT,880.143,548.4490000000001,89.9265,2524.001953125,1974.40258789062,136.603424072266,2641,3316.0,True,smoke,de_inferno,elo
338,338,5158,46307,90876,6573300,CT,1219.31,435.944,117.549,1401.08239746094,-81.7546844482422,130.03125,10400,10623.0,True,flashbang,de_inferno,elo
339,339,5488,52762,175019,7516845,CT,2184.5,950.683,296.947,2607.59643554688,-319.461761474609,87.03125,10199,10421.0,True,flashbang,de_inferno,elo
340,340,5668,57535,298636,8174227,CT,1191.42,18.1537,565.599,527.299621582031,-7.77142000198364,86.08819580078121,3591,3752.0,False,molotov,de_inferno,elo
341,341,645,42494,370398,6024098,CT,1393.83,624.99,132.185,906.86279296875,619.405029296875,90.4702377319336,5815,6179.0,True,smoke,de_inferno,elo
342,342,5158,46319,281030,6575442,T,108.021,1317.15,95.4187,273.96875,1304.3046875,106.03125,3651,3695.0,False,smoke,de_inferno,elo
343,343,596,42757,199026,6066206,T,96.9867,962.904,78.1197,622.867431640625,2113.7939453125,135.54118347168,3515,3931.0,True,smoke,de_inferno,elo
344,344,5559,54534,140023,7753504,CT,-154.012,1218.52,557.8290000000001,-596.732604980469,794.96875,-19.3165817260742,3704,3928.0,True,flashbang,de_inferno,elo
345,345,5596,55589,305379,7903155,CT,2293.07,707.7260000000001,148.675,272.03125,644.001953125,24.6034107208252,3519,4165.0,True,smoke,de_inferno,elo
346,346,5596,55577,114459,7901388,CT,1409.58,365.032,129.29,295.998199462891,644.007263183594,20.03125,4960,5426.0,True,smoke,de_inferno,elo
347,347,5559,54534,140023,7753507,T,176.06400000000002,1949.01,576.268,222.230911254883,1202.00549316406,102.171966552734,4372,4596.0,True,flashbang,de_inferno,elo
348,348,5651,57059,282707,8108427,T,1418.02,308.388,131.079,825.682983398438,580.341796875,87.65838623046879,5372,5578.0,True,smoke,de_inferno,elo
349,349,596,42744,45262,6063867,T,2479.96,-107.194,86.0312,1431.44177246094,130.297836303711,127.680000305176,10722,10952.0,True,molotov,de_inferno,elo
350,350,5596,55582,187969,7902073,T,490.889,3166.08,162.031,110.810173034668,1569.61181640625,132.013687133789,11141,11843.0,True,smoke,de_inferno,elo
351,351,5452,51765,93628,7371564,T,982.573,2677.02,129.993,611.8079833984381,1969.81005859375,130.36389160156202,8960,9196.0,True,smoke,de_inferno,elo
352,352,645,42494,370398,6024136,T,-13.2019,1426.31,102.855,1263.40222167969,2981.90502929688,135.901748657227,7269,8025.0,False,smoke,de_inferno,elo
353,353,5546,54182,221771,7701630,T,988.912,2652.22,132.062,647.272644042969,2040.79162597656,132.831039428711,6843,7081.0,False,smoke,de_inferno,elo
